product,review_original,source,review_date,original_rating,review_en,rating,threat_category
Kiko Milano General,"kiko milano à olbia en italie, la vendeuse super désagréable nous a pris de haut et nous a fait sortir du magasin, nous avons même pas pu regarder, pourtant nous avons été polis et courtois",Trustpilot,2025-08-27T15:02:41.000Z,3.0,"kiko milano à olbia en italie, la vendeuse super désagréable nous a pris de haut et nous a fait sortir du magasin, nous avons même pas pu regarder, pourtant nous avons été polis et courtois",3.0,Neutral/Positive
Kiko Milano General,"kiko customer service is extremely poor.

i got into contact back in july, case reference 01514654.

they told me they would investigate and i have chased up for weeks, they have not gotten back to me.


really disappointing, do not shop with kiko!",Trustpilot,2025-08-27T11:25:52.000Z,3.0,"kiko customer service is extremely poor.

i got into contact back in july, case reference 01514654.

they told me they would investigate and i have chased up for weeks, they have not gotten back to me.


really disappointing, do not shop with kiko!",3.0,Neutral/Positive
Kiko Milano General,"visite dans le kiko aubagne vers 14h30
j' attendais en caisse pendant que les 3 employées discutais entre elles  sans me prêter attention, au bout d' un moment,une d entre elles m a demandé d'attendre 5 mn, du coup j' ai reposé mes articles et je suis partie !
travaillant moi-même dans le commerce, je trouve cela inacceptable",Trustpilot,2025-08-25T22:42:51.000Z,3.0,"visite dans le kiko aubagne vers 14h30
j' attendais en caisse pendant que les 3 employées discutais entre elles  sans me prêter attention, au bout d' un moment,une d entre elles m a demandé d'attendre 5 mn, du coup j' ai reposé mes articles et je suis partie !
travaillant moi-même dans le commerce, je trouve cela inacceptable",3.0,Neutral/Positive
Kiko Milano General,"sono stata questa sera al negozio kiko del centro commerciale adigeo di verona. la mia esperienza è stata veramente positiva perché ho trovato due commesse meravigliose, brigitte ed elena. servono i clienti con competenza ed estrema attenzione e sono davvero simpatiche. ce ne fossero sempre commesse così!",Trustpilot,2025-08-22T21:59:29.000Z,3.0,"sono stata questa sera al negozio kiko del centro commerciale adigeo di verona. la mia esperienza è stata veramente positiva perché ho trovato due commesse meravigliose, brigitte ed elena. servono i clienti con competenza ed estrema attenzione e sono davvero simpatiche. ce ne fossero sempre commesse così!",3.0,Neutral/Positive
Kiko Milano General,"la mia valutazione é stata data a brigitte ed elena, addette alle vendite di kiko dell’adigeo di verona. due ragazze in gamba, simpatiche e volenterose. spero che l’azienda premi queste due lavoratrici per l’impegno che mettono nel loro lavoro.",Trustpilot,2025-08-22T21:57:38.000Z,3.0,"la mia valutazione é stata data a brigitte ed elena, addette alle vendite di kiko dell’adigeo di verona. due ragazze in gamba, simpatiche e volenterose. spero che l’azienda premi queste due lavoratrici per l’impegno che mettono nel loro lavoro.",3.0,Neutral/Positive
Kiko Milano General,"oggi sono stata nel negozio kiko di le gru perché volevo acquistare due mascara identici all'ultimo che l'ho usato in quanto mi è piaciuto tantissimo. dopo che pago, esco fuori dal negozio mi viene il dubbio sul prezzo, rientro e chiedo come mai quel prezzo. mi hanno risposto che il mascara è questo, mi fa vedere un'altro accanto. praticamente hanno esposto uno senza l'imballaggio e dietro nella stessa fila erano messi altri di un'altro tipo. come ché dalla confezione non ci si accorge ci sono cascata . mi fa vedere che su quello senza la confezione c'è scritto ""coming son "" piccolino che vuol dire in arrivo. dico alla commessa non potete mettere cose diverse dove è esposto questo che non c'è più. mi hanno risposto, signora la nostra politica è che non dobbiamo lasciare spazi liberi , dovete chiedere a noi  per quello che siamo qua. ho chiesto il reso, mi ha detto che ci voleva una settimana per avere il bonifico quindi ho lasciato stare .state attenti, anche se i prodotti non sono disponibili mettono quello esposto davanti senza l'imballaggio e altri dietro in fila che non c'entrano nulla con quello esposto, così ci cascate e prendete altro. poi se uno non sa inglese come me oppure non si accorge della scritta ci casca. 
mai più da loro.",Trustpilot,2025-08-22T13:59:23.000Z,3.0,"oggi sono stata nel negozio kiko di le gru perché volevo acquistare due mascara identici all'ultimo che l'ho usato in quanto mi è piaciuto tantissimo. dopo che pago, esco fuori dal negozio mi viene il dubbio sul prezzo, rientro e chiedo come mai quel prezzo. mi hanno risposto che il mascara è questo, mi fa vedere un'altro accanto. praticamente hanno esposto uno senza l'imballaggio e dietro nella stessa fila erano messi altri di un'altro tipo. come ché dalla confezione non ci si accorge ci sono cascata . mi fa vedere che su quello senza la confezione c'è scritto ""coming son "" piccolino che vuol dire in arrivo. dico alla commessa non potete mettere cose diverse dove è esposto questo che non c'è più. mi hanno risposto, signora la nostra politica è che non dobbiamo lasciare spazi liberi , dovete chiedere a noi  per quello che siamo qua. ho chiesto il reso, mi ha detto che ci voleva una settimana per avere il bonifico quindi ho lasciato stare .state attenti, anche se i prodotti non sono disponibili mettono quello esposto davanti senza l'imballaggio e altri dietro in fila che non c'entrano nulla con quello esposto, così ci cascate e prendete altro. poi se uno non sa inglese come me oppure non si accorge della scritta ci casca. 
mai più da loro.",3.0,Neutral/Positive
Kiko Milano General,"wacht al 2 weken op me.bestelling
en alles.was.in stock 
zeer slecht  te bereiken en reageren niet.op.mail.
en geen code van gls  bedrijf",Trustpilot,2025-08-21T20:43:23.000Z,3.0,"wacht al 2 weken op me.bestelling
en alles.was.in stock 
zeer slecht  te bereiken en reageren niet.op.mail.
en geen code van gls  bedrijf",3.0,Neutral/Positive
Kiko Milano General,"har købt 11 øjneblyanter og finder ud af jeg har givet 30 kr mere pr stk i spanien end de koster i dk . 
noget af en forskel .",Trustpilot,2025-08-20T18:16:36.000Z,3.0,"har købt 11 øjneblyanter og finder ud af jeg har givet 30 kr mere pr stk i spanien end de koster i dk . 
noget af en forskel .",3.0,Neutral/Positive
Kiko Milano General,"my sister and i would like to say big massive thank you to nicky, reed, rav, iona and costin, they are the team at brimingham branch. thank you all for the excellent customer service, professionalism and your knowledge of the products are amazing. we are highly pleased with their professional manners.

each one of them and specially nicky helped us to choose the right products for our skin tune and our needs.

the team are very polite, helpful, friendly and patient. we really appreciate thier effort and help.

we are very pleased with the exceptional service we received. they have exceeded our expectations. thank you all for your help and the amazing customer experience. you are all stars!",Trustpilot,2025-08-20T17:04:41.000Z,3.0,"my sister and i would like to say big massive thank you to nicky, reed, rav, iona and costin, they are the team at brimingham branch. thank you all for the excellent customer service, professionalism and your knowledge of the products are amazing. we are highly pleased with their professional manners.

each one of them and specially nicky helped us to choose the right products for our skin tune and our needs.

the team are very polite, helpful, friendly and patient. we really appreciate thier effort and help.

we are very pleased with the exceptional service we received. they have exceeded our expectations. thank you all for your help and the amazing customer experience. you are all stars!",3.0,Neutral/Positive
Kiko Milano General,"seit einige zeit habe ich die kiko-kosmetik für mich entdeckt und freue mich sehr, das ich dabei die „gute fee“ in düsseldorfer-filiale gefunden habe! die kundenberaterin kristina, die mit der hochkompetenz über ganze produktpalette, ihre delikate und kundenfreundliche art macht das einkaufen bei kiko zum ein erlebnis! große lob an ihre mitarbeiterin, ich komme immer wieder gerne!",Trustpilot,2025-08-19T21:47:43.000Z,3.0,"seit einige zeit habe ich die kiko-kosmetik für mich entdeckt und freue mich sehr, das ich dabei die „gute fee“ in düsseldorfer-filiale gefunden habe! die kundenberaterin kristina, die mit der hochkompetenz über ganze produktpalette, ihre delikate und kundenfreundliche art macht das einkaufen bei kiko zum ein erlebnis! große lob an ihre mitarbeiterin, ich komme immer wieder gerne!",3.0,Neutral/Positive
Kiko Milano General,"très mauvaise expérience pour une commande effectuée sur le site aucun contact pour le service client car commande en retard ....tout est flou et mal expliqué 
je regrette d avoir passé commande 
il y a un centre d aide mais c est un global c est vraiment nul et j insiste !!!!",Trustpilot,2025-08-19T15:50:22.000Z,3.0,"très mauvaise expérience pour une commande effectuée sur le site aucun contact pour le service client car commande en retard ....tout est flou et mal expliqué 
je regrette d avoir passé commande 
il y a un centre d aide mais c est un global c est vraiment nul et j insiste !!!!",3.0,Neutral/Positive
Kiko Milano General,"non sono mai stata una cliente kiko ma spinta dalla promozione e dai saldi estivi faccio due ordini nel giro di due giorni. ordini spediti immediatamente ma dopo dieci giorni il link di tracciamento risulta inesistente. ovviamente anche a me nessuna risposta dal servizio clienti anche su instagram, mi dissero che avrebbero controllato ma nulla. per fortuna ho scelto il pagamento in contrassegno, ma l'unica cosa che posso consigliarvi è di non fare ordini online.  se proprio volete, pagate così o con paypal così vi fate rimborsare. almeno non perdiamo soldi",Trustpilot,2025-08-18T23:13:38.000Z,3.0,"non sono mai stata una cliente kiko ma spinta dalla promozione e dai saldi estivi faccio due ordini nel giro di due giorni. ordini spediti immediatamente ma dopo dieci giorni il link di tracciamento risulta inesistente. ovviamente anche a me nessuna risposta dal servizio clienti anche su instagram, mi dissero che avrebbero controllato ma nulla. per fortuna ho scelto il pagamento in contrassegno, ma l'unica cosa che posso consigliarvi è di non fare ordini online.  se proprio volete, pagate così o con paypal così vi fate rimborsare. almeno non perdiamo soldi",3.0,Neutral/Positive
Kiko Milano General,"my daughter introduced me to kiko 4 days ago, i bought an eyeshadow palette and eyeliner. i am so impressed, we are going back tomorrow to our nearest store (40 minutes drive away, on a good day!) to buy more! i am shocked by so many negative reviews on this site! my daughter is 14 and i’m 52!",Trustpilot,2025-08-17T22:31:02.000Z,3.0,"my daughter introduced me to kiko 4 days ago, i bought an eyeshadow palette and eyeliner. i am so impressed, we are going back tomorrow to our nearest store (40 minutes drive away, on a good day!) to buy more! i am shocked by so many negative reviews on this site! my daughter is 14 and i’m 52!",3.0,Neutral/Positive
Kiko Milano General,"i bought a nail polish, it was so bad to apply-left so many little lumps on my nail, i am assuming it was off dated. it came off in one day, right after applying… obviously i did not check here, ı just assumed it was a good/famous brand… ı also bought some lipsticks as well, it was the same experience. so disappointed.",Trustpilot,2025-08-17T19:34:20.000Z,3.0,"i bought a nail polish, it was so bad to apply-left so many little lumps on my nail, i am assuming it was off dated. it came off in one day, right after applying… obviously i did not check here, ı just assumed it was a good/famous brand… ı also bought some lipsticks as well, it was the same experience. so disappointed.",3.0,Neutral/Positive
Kiko Milano General,"oggi sono stata in un vostro negozio e come sempre sono stata soddisfatta ma oggi sono uscita ancora più felice perché grazie a ofelia ho ricevuto il mio primo regalo cosa che non mi aveva mai suggerito nessuno.....è stata gentilissima ,mi ha consigliato benissimo....spero di ritrovarla presto....",Trustpilot,2025-08-17T13:22:11.000Z,3.0,"oggi sono stata in un vostro negozio e come sempre sono stata soddisfatta ma oggi sono uscita ancora più felice perché grazie a ofelia ho ricevuto il mio primo regalo cosa che non mi aveva mai suggerito nessuno.....è stata gentilissima ,mi ha consigliato benissimo....spero di ritrovarla presto....",3.0,Neutral/Positive
Kiko Milano General,kilo meran wollte am sonntag etwas kaufen und wurde von der verkäuferin abgewiesen weil ich deutsche war überprüfen sie mal ihr personal nie wieder kiko es gibt ja auch noch andere geschäfte,Trustpilot,2025-08-17T13:20:41.000Z,3.0,kilo meran wollte am sonntag etwas kaufen und wurde von der verkäuferin abgewiesen weil ich deutsche war überprüfen sie mal ihr personal nie wieder kiko es gibt ja auch noch andere geschäfte,3.0,Neutral/Positive
Kiko Milano General,"comprato eyebrowmarker . prodotto inesistente …. riportato al negozio con scatolo e scontrino cambiato …. ancora peggio! la cosa assurda che la commessa consapevole dell inesistenza de prodotto . mi chiedo ma perché lo vendete questo si chiama furto!,,",Trustpilot,2025-08-16T20:40:02.000Z,3.0,"comprato eyebrowmarker . prodotto inesistente …. riportato al negozio con scatolo e scontrino cambiato …. ancora peggio! la cosa assurda che la commessa consapevole dell inesistenza de prodotto . mi chiedo ma perché lo vendete questo si chiama furto!,,",3.0,Neutral/Positive
Kiko Milano General,"mi sono trovata in un esperienza bellissima a palermo nel centro commerciale poseidone e quando entro vengo subito accolta da due ragazze super carine che mi hanno fatto provare tutta la nuova collezione pk avendo 15 anni nn sapevo cosa prendere una ragazza mi ha fatto sedere e mi ha truccato , trucco stupendo ringrazio le ragazze",Trustpilot,2025-08-16T15:17:53.000Z,3.0,"mi sono trovata in un esperienza bellissima a palermo nel centro commerciale poseidone e quando entro vengo subito accolta da due ragazze super carine che mi hanno fatto provare tutta la nuova collezione pk avendo 15 anni nn sapevo cosa prendere una ragazza mi ha fatto sedere e mi ha truccato , trucco stupendo ringrazio le ragazze",3.0,Neutral/Positive
Kiko Milano General,"buongiorno sono stata presso il negozio situato nel centro commerciale orsi di biella e devo elogiare marisabel …. il top in approccio professionale e commerciale. datele un aumento !!!!
gabriella",Trustpilot,2025-08-13T11:37:22.000Z,3.0,"buongiorno sono stata presso il negozio situato nel centro commerciale orsi di biella e devo elogiare marisabel …. il top in approccio professionale e commerciale. datele un aumento !!!!
gabriella",3.0,Neutral/Positive
Kiko Milano General,kiko milano puerto del carmen lanzarote es malísimo. dependientas que no se enteran de nada y quieren vender a toda costa. productos de baja calidad se estropean rápido,Trustpilot,2025-08-12T16:59:44.000Z,3.0,kiko milano puerto del carmen lanzarote es malísimo. dependientas que no se enteran de nada y quieren vender a toda costa. productos de baja calidad se estropean rápido,3.0,Neutral/Positive
Kiko Milano General,"kiko wird immer schlechter und schlechter und schlechter. der kauf lohnt sich überhaupt nicht mehr und die preise bleiben gleich, die menge wird immer weniger, die verarbeitung der verpackung wird immer billiger und unangenehm in der hand. in den bronzern fehlen inzwischen schon die spiegel die bronze haben in der qualität so stark abgenommen dass ich mir jetzt einen neuen hersteller suchen muss nachdem ich die letzten jahre immer auf kiko zurückgegriffen hatte aber ja sie wurden immer schlechter ich habe sie trotzdem gekauft weil sie trotzdem noch halbwegs in ordnung waren aber jetzt was jetzt auf dem markt gekommen ist, nein da kann ich bei temu besser china ware kaufen, da hätte ich mehr von.... kostet dann auch nur so viel wie es wert ist kein euro ich bin bei kiko raus was die für hochpreisige ware verschicken ist ein witz ich fühle mich als kundin von kiko verarscht von mir bekommen die keinen cent mehr, man kann sich auch zu tode sparen sollte man aber nicht an den kunden tun das ist bei kiko der fall, schade!",Trustpilot,2025-08-12T09:10:20.000Z,3.0,"kiko wird immer schlechter und schlechter und schlechter. der kauf lohnt sich überhaupt nicht mehr und die preise bleiben gleich, die menge wird immer weniger, die verarbeitung der verpackung wird immer billiger und unangenehm in der hand. in den bronzern fehlen inzwischen schon die spiegel die bronze haben in der qualität so stark abgenommen dass ich mir jetzt einen neuen hersteller suchen muss nachdem ich die letzten jahre immer auf kiko zurückgegriffen hatte aber ja sie wurden immer schlechter ich habe sie trotzdem gekauft weil sie trotzdem noch halbwegs in ordnung waren aber jetzt was jetzt auf dem markt gekommen ist, nein da kann ich bei temu besser china ware kaufen, da hätte ich mehr von.... kostet dann auch nur so viel wie es wert ist kein euro ich bin bei kiko raus was die für hochpreisige ware verschicken ist ein witz ich fühle mich als kundin von kiko verarscht von mir bekommen die keinen cent mehr, man kann sich auch zu tode sparen sollte man aber nicht an den kunden tun das ist bei kiko der fall, schade!",3.0,Neutral/Positive
Kiko Milano General,"je me suis rendu dans la boutique kiko de créteil soleil la semaine dernière, lors de mon passage en caisse une jeune femme très froide (amandine responsable de la boutique) me dit même pas un bonjour et malgré sa je lui dit quand même la seul chose qu’elle ose me dire c’est est ce que vous payer en carte bleue je me suis senti juste ridicule face à cette personne. comment est ce qu’une responsable de boutique peut parler comme sa à des clients???? c’est inacceptable.",Trustpilot,2025-08-11T00:54:03.000Z,3.0,"je me suis rendu dans la boutique kiko de créteil soleil la semaine dernière, lors de mon passage en caisse une jeune femme très froide (amandine responsable de la boutique) me dit même pas un bonjour et malgré sa je lui dit quand même la seul chose qu’elle ose me dire c’est est ce que vous payer en carte bleue je me suis senti juste ridicule face à cette personne. comment est ce qu’une responsable de boutique peut parler comme sa à des clients???? c’est inacceptable.",3.0,Neutral/Positive
Kiko Milano General,"i prodotti sono cambiati in negativo. ero cliente ma non ne acquisterò più in quanto la resa dei prodotti uno per l'altro è veramente pessima. le matite sono praticamente a metà, sia occhi che labbra. il prezzo non vale più la resa.
bocciato.",Trustpilot,2025-08-10T17:01:45.000Z,3.0,"i prodotti sono cambiati in negativo. ero cliente ma non ne acquisterò più in quanto la resa dei prodotti uno per l'altro è veramente pessima. le matite sono praticamente a metà, sia occhi che labbra. il prezzo non vale più la resa.
bocciato.",3.0,Neutral/Positive
Kiko Milano General,staff are very helpful and welcoming. always have time for their customers and show kindness towards everyone. molly and mandy were especially helpful and made my experience in store 100 times better. they guided me towards makeup i may want and supported my budget needs.,Trustpilot,2025-08-10T15:16:19.000Z,3.0,staff are very helpful and welcoming. always have time for their customers and show kindness towards everyone. molly and mandy were especially helpful and made my experience in store 100 times better. they guided me towards makeup i may want and supported my budget needs.,3.0,Neutral/Positive
Kiko Milano General,"alketa ,,she is soo sweet ,kind very very professional and helpful showed me whats for me and how to do it the outcome was so good on a scale of 10 i would add to 11 shes the best!",Trustpilot,2025-08-09T15:45:50.000Z,3.0,"alketa ,,she is soo sweet ,kind very very professional and helpful showed me whats for me and how to do it the outcome was so good on a scale of 10 i would add to 11 shes the best!",3.0,Neutral/Positive
Kiko Milano General,"pathetic. sent a parcel to lithuania that was intended for delivery to estonia. i received a foreign parcel, the value of which was half the amount paid and with useless goods",Trustpilot,2025-08-08T09:23:13.000Z,3.0,"pathetic. sent a parcel to lithuania that was intended for delivery to estonia. i received a foreign parcel, the value of which was half the amount paid and with useless goods",3.0,Neutral/Positive
Kiko Milano General,"ciao a tutti e voglio raccontare la mia esperienza negativa con kiko milano.
un giorno porto il mio cv di persona e subito dopo vengo chiamata per un colloquio. 
dopo il colloquio vengo illusa e scartata. 
mi cercano loro dopo un po' di mesi perché avevano tenuto il mio cv  per solo periodo natalizio, dopo il colloquio ennesimo scarto e mi fanno capire che era perché non avevo esperienza. 
decido di chiudere con kiko milano e non mandarne più.
dopo 1 anno e mezzo mando su linkedin nello stesso posto che portai il mio cv di persona e che feci i miei due colloqui.
stavolta il colloquio era online, lo feci e mi fa la domanda se avessi preferenze di quali delle due sedi di ... volessi lavorare e io le risposi che non avevo preferenze. 
mi illude dicendomi a fine colloquio che mi faceva sapere un feedback in settimana sia in positivo e sia negativo. 
spariti... 
contatto chi mi fece il colloquio dicendogli che volevo avere un feedback e mi dice che nel pomeriggio me lo darà, ovviamente era una presa in giro.
dalla rabbia la ricontatto e non risponde e gli lascio un messaggio in segreteria telefonica e poi mi si dà il feedback per messaggio dopo averle rotto io le scatole dicendomi che non avrebbero portato avanti la mia selezione.
dimostrando pure di essere aperta, interessata al lavoro non facendo preferenze,  mi hanno voluta illudere di nuovo, scartandomi e facendomi perdere tempo ed energie. 
mai più manderò cv a kiko, sono una azienda poco seria che assume i raccomandati e non chi ci mette la faccia e dimostra interesse e disponibilità al lavoro.
vergogna!
non portate il cv da kiko perché se non avete conoscenze trovano una scusa per scartati.",Trustpilot,2025-08-04T12:05:23.000Z,3.0,"ciao a tutti e voglio raccontare la mia esperienza negativa con kiko milano.
un giorno porto il mio cv di persona e subito dopo vengo chiamata per un colloquio. 
dopo il colloquio vengo illusa e scartata. 
mi cercano loro dopo un po' di mesi perché avevano tenuto il mio cv  per solo periodo natalizio, dopo il colloquio ennesimo scarto e mi fanno capire che era perché non avevo esperienza. 
decido di chiudere con kiko milano e non mandarne più.
dopo 1 anno e mezzo mando su linkedin nello stesso posto che portai il mio cv di persona e che feci i miei due colloqui.
stavolta il colloquio era online, lo feci e mi fa la domanda se avessi preferenze di quali delle due sedi di ... volessi lavorare e io le risposi che non avevo preferenze. 
mi illude dicendomi a fine colloquio che mi faceva sapere un feedback in settimana sia in positivo e sia negativo. 
spariti... 
contatto chi mi fece il colloquio dicendogli che volevo avere un feedback e mi dice che nel pomeriggio me lo darà, ovviamente era una presa in giro.
dalla rabbia la ricontatto e non risponde e gli lascio un messaggio in segreteria telefonica e poi mi si dà il feedback per messaggio dopo averle rotto io le scatole dicendomi che non avrebbero portato avanti la mia selezione.
dimostrando pure di essere aperta, interessata al lavoro non facendo preferenze,  mi hanno voluta illudere di nuovo, scartandomi e facendomi perdere tempo ed energie. 
mai più manderò cv a kiko, sono una azienda poco seria che assume i raccomandati e non chi ci mette la faccia e dimostra interesse e disponibilità al lavoro.
vergogna!
non portate il cv da kiko perché se non avete conoscenze trovano una scusa per scartati.",3.0,Neutral/Positive
Kiko Milano General,"ich habe bei kiko schon mehrfach eingekauft, und bin mit der ware immer zufrieden. ich habe auch schon mehrfach online bestellt. nur dieses mal habe ich bei meiner online bestellung wieder etwas zurückgeschickt. ich habe nach kurzer zeit eine e-mail bekommen, dass die rücksendung anerkannt wird und ich mein geld zurückbekomme, dass es aber bis zu zehn werktagen dauern kann, bis man die erstattung sieht. fünf wochen später habe ich mein geld immer noch nicht. ich habe der firma schon zweimal eine e-mail geschickt, keine reaktion. vor zehn tagen habe ich es über paypal gemeldet, keine reaktion. ich bin maßlos enttäuscht und verstehe nicht was hier los ist. ich habe ihn bewertungen aber schon gelesen, dass es mehreren menschen so geht. ich gehe fast davon aus, dass ich mein geld los bin und nicht wiederkommen. in zukunft werde ich nur noch im laden einkaufen, aber online werde ich definitiv nichts mehr bestellen. so update 15.8.2025 nachdem ich bei paypal käuferschutz beantragt habe, habe ich jetzt noch zwei wochen per e-mail eine gutschrift von kiko bekommen. also auch als beleg. und das geld habe ich über paypal abzüglich einer gebühr auch wieder bekommen. trotzdem bestellt nicht bei kiko online. im laden habe ich gute erfahrungen gemacht, aber online nie wieder!",Trustpilot,2025-08-04T07:34:20.000Z,3.0,"ich habe bei kiko schon mehrfach eingekauft, und bin mit der ware immer zufrieden. ich habe auch schon mehrfach online bestellt. nur dieses mal habe ich bei meiner online bestellung wieder etwas zurückgeschickt. ich habe nach kurzer zeit eine e-mail bekommen, dass die rücksendung anerkannt wird und ich mein geld zurückbekomme, dass es aber bis zu zehn werktagen dauern kann, bis man die erstattung sieht. fünf wochen später habe ich mein geld immer noch nicht. ich habe der firma schon zweimal eine e-mail geschickt, keine reaktion. vor zehn tagen habe ich es über paypal gemeldet, keine reaktion. ich bin maßlos enttäuscht und verstehe nicht was hier los ist. ich habe ihn bewertungen aber schon gelesen, dass es mehreren menschen so geht. ich gehe fast davon aus, dass ich mein geld los bin und nicht wiederkommen. in zukunft werde ich nur noch im laden einkaufen, aber online werde ich definitiv nichts mehr bestellen. so update 15.8.2025 nachdem ich bei paypal käuferschutz beantragt habe, habe ich jetzt noch zwei wochen per e-mail eine gutschrift von kiko bekommen. also auch als beleg. und das geld habe ich über paypal abzüglich einer gebühr auch wieder bekommen. trotzdem bestellt nicht bei kiko online. im laden habe ich gute erfahrungen gemacht, aber online nie wieder!",3.0,Neutral/Positive
Kiko Milano General,"kiko oramai è diventata un'azienda che non ha cura dei clienti. sto cercando di fare da giorni un ordine oneline, ma ogni volta che provo ad inserire l indirizzo di casa mi dà un errore, rifaccio la procedura e mi esce un errore in un'altra casella. ho contattati in svariati modi il servizio clienti ma nessuno si è degnato di rispondere. se non sapete fare il vostro lavoro, chiudete che fate più bella figura.",Trustpilot,2025-08-03T12:26:54.000Z,3.0,"kiko oramai è diventata un'azienda che non ha cura dei clienti. sto cercando di fare da giorni un ordine oneline, ma ogni volta che provo ad inserire l indirizzo di casa mi dà un errore, rifaccio la procedura e mi esce un errore in un'altra casella. ho contattati in svariati modi il servizio clienti ma nessuno si è degnato di rispondere. se non sapete fare il vostro lavoro, chiudete che fate più bella figura.",3.0,Neutral/Positive
Kiko Milano General,"bonjour, 
je tiens à remercier alyssa de st priest (69800) qui a su trouver les tendances que je voulais pour mes rouges à lèvres, mon fond de teint, le blush. alyssa a été attentive, patiente, très à l'écoute. j'ai acheté toute la panoplie pour me maquiller cet été. une vrai pépite ce magasin, un vrai petit moment de bonheur. qualité prix, pour toutes les bourses. je recommande. juste une petite suggestion pour la direction prévoyez des cadeaux pour une fourchette de prix allant de 80€ à 100€ par exemple . vous fidéliserez encore plus votre clientèle. 
je reste attentive à vos changements. merci pour votre attention. 
bien cordialement.
une fashion victime de la mode 
maya l'abeille",Trustpilot,2025-08-02T18:37:33.000Z,3.0,"bonjour, 
je tiens à remercier alyssa de st priest (69800) qui a su trouver les tendances que je voulais pour mes rouges à lèvres, mon fond de teint, le blush. alyssa a été attentive, patiente, très à l'écoute. j'ai acheté toute la panoplie pour me maquiller cet été. une vrai pépite ce magasin, un vrai petit moment de bonheur. qualité prix, pour toutes les bourses. je recommande. juste une petite suggestion pour la direction prévoyez des cadeaux pour une fourchette de prix allant de 80€ à 100€ par exemple . vous fidéliserez encore plus votre clientèle. 
je reste attentive à vos changements. merci pour votre attention. 
bien cordialement.
une fashion victime de la mode 
maya l'abeille",3.0,Neutral/Positive
Kiko Milano General,"great product, terrible in store service and experience",Trustpilot,2025-07-31T15:04:51.000Z,3.0,"great product, terrible in store service and experience",3.0,Neutral/Positive
Kiko Milano General,"commande faite le 2 juillet profitant des quelques soldes, paiement validé via paypal puis le néant, 
 3 semaines après je fais une demande pour savoir ce quil se passe ( *demande 01517154) pour qu'au final 1 semaine après il procède au remboursement sans me donner aucune explications ni raisons. 
je ne peu à présent plus bénéficier des prix avantageux des soldes et n'ai pas eu mes produits!",Trustpilot,2025-07-30T21:41:14.000Z,3.0,"commande faite le 2 juillet profitant des quelques soldes, paiement validé via paypal puis le néant, 
 3 semaines après je fais une demande pour savoir ce quil se passe ( *demande 01517154) pour qu'au final 1 semaine après il procède au remboursement sans me donner aucune explications ni raisons. 
je ne peu à présent plus bénéficier des prix avantageux des soldes et n'ai pas eu mes produits!",3.0,Neutral/Positive
Kiko Milano General,"jai effectué une commande sur le site kiko le 18 juillet. nous sommes au 30 et la commande résulte toujours en préparation.
j'ai envoyé au moins 5 mails pour en savoir plus sur la livraison, pas de réponse à ce sujet. j'ai donc demandé à annuler ma commande : impossible de le faire.
mon argent et donc bloqué, commande ni livrée ni annulée ! 
expérience désastreuse, je n'achèterai jamais plus de la vie chez kiko.",Trustpilot,2025-07-30T12:53:02.000Z,3.0,"jai effectué une commande sur le site kiko le 18 juillet. nous sommes au 30 et la commande résulte toujours en préparation.
j'ai envoyé au moins 5 mails pour en savoir plus sur la livraison, pas de réponse à ce sujet. j'ai donc demandé à annuler ma commande : impossible de le faire.
mon argent et donc bloqué, commande ni livrée ni annulée ! 
expérience désastreuse, je n'achèterai jamais plus de la vie chez kiko.",3.0,Neutral/Positive
Kiko Milano General,"similar to the review below i have tried for a week to return a foundation. 

i've contacted kiko via social media and email, and they keep telling to request a refund via webpage, but when you click it it doesn't exist!

i have request a refund via my bank as i believe they're scamming customers by not upholding to laws of consumer act. 

avoid!!",Trustpilot,2025-07-28T23:55:28.000Z,3.0,"similar to the review below i have tried for a week to return a foundation. 

i've contacted kiko via social media and email, and they keep telling to request a refund via webpage, but when you click it it doesn't exist!

i have request a refund via my bank as i believe they're scamming customers by not upholding to laws of consumer act. 

avoid!!",3.0,Fraud & Scam Threat
Kiko Milano General,slechte klantenservice geen levering van artikelen maar wel betaald!,Trustpilot,2025-07-28T11:46:05.000Z,3.0,slechte klantenservice geen levering van artikelen maar wel betaald!,3.0,Neutral/Positive
